Name,Phone,Address,City,State,Zip,County,Age
The Howard Center for Social Cognition and Communication,(912) 385-2927,1316 West Orange Street,Jesup,GA,31545,Wayne,6 to 11
The Howard Center for Social Cognition and Communication,(912) 385-2927,1316 West Orange Street,Jesup,GA,31545,Wayne,6 to 11
The Kiss Foundation,678-698-3986,3165 Henderson Walk,Atlanta,GA,30340,DeKalb,6 to 11
The Lighthouse School,(770) 632-7100,116 Peachtree Court,Peachtree City,GA,30629,Fayette,6 to 11
The Mosaic Project,770-314-1111,664 Crescent Ridge Trail,Mabelton,GA,,Cobb,6 to 11
The New Normal Society,404-861-0337,,,GA,,Fulton,6 to 11
"The Orchard Human Services, Inc.",(770) 686-0894,Serving the greater Metro Atlanta area,Atlanta,GA,,,6 to 11
The Piedmont School of Atlanta,(404) 382-8200,4484 Peachtree Road NE,Atlanta,GA,30319,DeKalb,6 to 11
The Rimland Center,(434) 528-9075,2919 Confederate Avenue,Lynchburg,VA,24501,,6 to 11
Therapy & Learning Center of GA Camp,(678) 824-2145,11285 Elkins Road Suite G2,Roswell,GA,30076,Fulton,6 to 11
Therapyland - Alpharetta,(678) 648-7644,6505 Shiloh Road Suite 100,Alpharetta,GA,30005,Fulton,6 to 11
Threshold Community Program,404-308-8548,308 Clairemont Avenue,Decatur,GA,30030,DeKalb,6 to 11
Toombs ARC,(912) 526-6145,PO Box 27,Lyons,GA,30436,Toombs,6 to 11
Touch the Future,(864) 367-0831,"100 Construction Way, Unit 1",Anderson,SC,29625,,6 to 11
TrainingRx,770-324-3630,21 Guest House Ct. SE,Rome,GA,30161,Floyd,6 to 11
"Triad Psych, P.C. - Marietta",470-338-3488,316 Alexander Street Suite 6,Marietta,GA,30060,Cobb,6 to 11
Trusty Behavioral Services,(470) 219-8271,5130 Peachtree Blvd.,Chamblee,GA,30341,DeKalb,6 to 11
United Cerebral Palsy After School Program,(770) 822-3444,882 Hi Hope Lane,Lawrenceville,GA,30043,Gwinnett,6 to 11
University of Georgia Clinic for Autism Spectrum,(706) 542-7512,University Of Georgia 110 Carlton Street 302 Aderhold Hall,Athen,GA,30602,Clarke,6 to 11
Valdosta Pediatric Therapy Services,229-253-8500,200 W Moore St,Valdosta,GA,31602,Lowndes,6 to 11
Vibrant Kids Pediatrics,(678) 423-5560,"10 Market Square Way, Suite 100",Newnan,GA,30265,Coweta,6 to 11
View Point Health - Gwinnett,(678) 209-2411,175 Gwinnett Drive,Lawrenceville,GA,30046,,6 to 11
Village Autism Center,(770) 565-3045,"4994 Lower Roswell Rd, Ste 10",Marietta,GA,30068,Cobb,6 to 11
Waves Autism Center,(478) 733-2597,"1000 Corporate Pointe,Suite 101",Warner Robins,Ga,31088,Houston,6 to 11
Winter Social Skills Therapy,229-439-9951,1509 West 3rd Avenue,Albany,GA,31707,Dougherty,6 to 11
Word Rehab Inc.,(678) 850-0571,424 W Taylor Street,Griffin,GA,30224,Spalding,6 to 11
Working The Puzzle,(678) 395-6736,"12460 Crabapple Rd., Suite 202-149",Alpharetta,GA,30004,Fulton,6 to 11
WRAP Autism Center,(888) 920-9727,"1851 Peeler Road, Suite B",Dunwoody,GA,30338,DeKalb,6 to 11
"Wynsum Arts, LLC",425-985-3052,"5529-B Chamblee Dunwoody Road, Suite 122",Atlanta,GA,,DeKalb,6 to 11
Your IEP Source,(404) 530-9872,2801 Buford Highway NE Suite 503,Atlanta,GA,30329,DeKalb,6 to 11
24/7 Autism,706-331-0145,P.O. Box 2161,Rome,GA,30164,Floyd,12 to 18
A Place For me,(678) 720-7293,,,GA,,Gwinnett,12 to 18
A to Z Pediatric Therapy,(678) 733-9318,"5825 Glenridge Dr. Building 1, Suite 133",Atlanta,GA,30328,Fulton,12 to 18
A-Skate Foundation,(205) 862-6822,2328 2nd Avenue North,Birmingham,AL,35203,,12 to 18
"ABA Unlimited, LLC",(478) 313-5093,1000 Corporate Pointe Ste. 109,Warner Robins,GA,31088,Houston,12 to 18
ABC Pediatric Therapy Services,404-556-5554,2655 Dallas Highway Suite 320,Marietta,GA,30064,Cobb,12 to 18
Advance Academy,912-355-9098,At the Matthew Reardon Center for Autism 6602 Abercorn St.,Savannah,GA,31405,Chatham,12 to 18
Advantage Intellectual & Development Disabilities Services - Elbert,(706) 213-2151,Quality Community Services 50 Chestnut Street,Elberton,GA,30635,Elbert,12 to 18
Aerie Experiences,404-285-0467,969 Golden Avenue,Dahlonega,GA,30533,Lumpkin,12 to 18
Aerie Summer Camp,404-285-0467,969 Golden Avenue,Dahlonega,GA,30533,Lumpkin,12 to 18
Albany Advocacy Resource Center (ARC),229-888-6852,3005 Old Dawson Road,Albany,GA,31721,Dougherty,12 to 18
Alexsander Academy,404-839-5910,1090 Powers Place,Alpharetta,GA,30009,Fulton,12 to 18
All About Learning Tutorial Service,(770) 912-1124,3155 Mill Street,Covington,GA,30014,Newton,12 to 18
All Kids First USA,(770) 558-6055,4720 Peachtree Industrial Blvd Suite 301 & 305,Berkeley Lake,GA,30071,Gwinnett,12 to 18
"All Kids First, LLC",(404) 394-3382,"1509 Atkinson Road, Suite #2200",Lawrenceville,GA,30043,Gwinnett,12 to 18
Alternative Baseball,(770) 313-1762,854 Lindsey Lake Road,Dallas,GA,,Paulding,12 to 18
Ameri-Kan Karate,770-388-9858,WorldClass American Karate 1680 Dogwood Drive Suite,Conyers,GA,30013,Rockdale,12 to 18
Amy Jefferson - Behavior Specialist,(770) 424-0207,"2903 Auburn Ct SW Marietta, GA 30064",Marietta,GA,30064,Cobb,12 to 18
Apollo Behavior Services,(404) 941-6201,"5050 Research CT, Suite 125",Suwanee,Georgia,30024,Forsyth,12 to 18
Ascend Neurology - Atlanta,(404) 256-3535,5505 Peachtree Dunwoody Road Suite 500,Atlanta,GA,30342,Fulton,12 to 18
Assistance Dogs for Autism,,145 Foxfield Drive,Harmony,NC,28634,,12 to 18
"Assured Relief Home Care, LLC.",(678) 272-7202,"820 Pavilion Ct, Suite D",McDonough,GA,30253,Henry,12 to 18
Atlanta Autism Center,(833) 628-8476,6450 Spalding Drive Suite B,Peachtree Corners,GA,30092,Fulton,12 to 18
Atlanta Hyperbaric Center,(770) 948-4511,654 Windy Hill Rd. SE,Smyrna,GA,30080,Cobb,12 to 18
Augusta Autism and Disability Support Group,,"Wesley United Methodist Church, 825 N Belair Road",Evans,GA,30809,Columbia,12 to 18
Ausomely Included,(470) 400-9301,,,,,Coweta,12 to 18
"Autism and Developmental Center, Navicent Health",478-633-8100,"Autism and Developmental Center, Navicent Health 1014 Forsyth Street Macon, GA 31201",Macon,GA,31201,Bibb,12 to 18
Autism Hope Center,706-604-6333,PO Box 6028,Columbus,GA,31917,Muscogee,12 to 18
Autism Improvised,(770) 573-0320,PO Box 862097,Marietta,GA,30062,Cobb,12 to 18
Autism in Bartow,,,Cartersville,GA,,Bartow,12 to 18
Autism in Georgia,404-536-8244,6340 Cedar Crest Road,Acworth,GA,,Cobb,12 to 18
Autism Learning Partners - Cumming,(818) 241-6780,160 Clairemont Avenue Suite 625,Decatur,GA,30030,DeKalb,12 to 18
Autism Parent Support Group,(229) 344-1501,Albany ARC Training Center 1319 West Broad Avenue,Albany,GA,31708,Dougherty,12 to 18
Autism Research Institute,619-281-7165,4182 Adams Avenue,San Diego,CA,92116,,12 to 18
Autism Resource Center,,528 Chaucer Way,Stockbridge,GA,30281,Henry,12 to 18
Autism Society Georgia,(770) 852-0266,"8343 Roswell Rd., Suite 339",Atlanta,GA,30350,Fulton,12 to 18
Autism Society of America,(800) 328-8476,4340 East-West Highway Suite 350,Bethesda,MD,20814,,12 to 18
Autism Society of America Scholarship,301/657-0881,2012 Autism Society Awards 4340 East West HighwaySuite 350,Bethesda,MD,,,12 to 18
Autism Speaks,212-252-8584,1 East 33rd Street 4th floor,New York,NY,10016,,12 to 18
Autism Speaks - Georgia Regional Office,770-451-0570,900 Circle 75 Parkway Suite 445,Atlanta,GA,3039,Cobb,12 to 18
Autism Spectrum Support Group Teens/ Young Adults,(770) 728-1888,"8230 Hazel Brand Road, STE",Covington,GA,30014,Newton,12 to 18
Autistic Self Advocacy Atlanta,(404) 444-0731,Autistic Self Advocacy Network PO Box 66122,Washington,DC,20035,,12 to 18
Autumn's Gift,(678) 558-6753,9500 Medlock Bridge Road,Johns Creek,GA,30097,Fulton,12 to 18
Avita Autism Services,(678) 513-5725,4331 Thurmon Tanner Parkway,Flowery Branch,GA,30542,Hall,12 to 18
Avita Community Partners (Forsyth),678-341-3840,125 North Corners Parkway,Cumming,GA,30040,Forsyth,12 to 18
Avita Community Partners (Habersham),706-894-3750,196 Stoggins Drive,Demorest,GA,30528,Habersham,12 to 18
Avita Community Partners (Stephens),(706) 282-4542,1763 Fernside Drive,Toccoa,GA,30577,Stephens,12 to 18
Avita Community Partners (Towns),706-745-5911,76 Martin Street Suite A,Blairsville,GA,30582,Towns,12 to 18
Avita Community Partners (Union),706-745-5911,76 Hunt Martin Street Suite A,Blairsville,GA,30512,Union,12 to 18
Avita Community Partners - Administrative Office,678-513-5700,4331 Thurmond Tanner Parkway,Flowery Branch,GA,30542,Hall,12 to 18
Balance Atlanta Family Chiropractic,(404) 261-4848,60 Pharr Road Lower Level 101,Atlanta,GA,,Fulton,12 to 18
BCG Learning Center,770-565-9979,1855 Piedmont Road Suite 100,Marietta,GA,30066,Cobb,12 to 18
"Beads of Success, Inc.",(404) 494-0092,P.O. Box 311211,Atlanta,GA,31131,Fulton,12 to 18
"Beckhom Behavioral Consulting, LLC",(229) 439-9951,1509 West 3rd Avenue,Albany,GA,31707,Dougherty,12 to 18
Behavior Analysis and Intervention Center,(404) 565-4344,P.O. Box 1602,Powder Springs,GA,30127,Cobb,12 to 18
Behavior Frontiers,(888) 922-2843,"100 Bull Street, Suite 200",Savannah,GA,31401,Chatham,12 to 18
Behavior Health and Wellness Center,(678) 395-5333,"2302 Parklake Drive, Suite 121",Atlanta,GA,30345,Fulton,12 to 18
Behavior Management Consultants,(904) 619-8430,,Valdosta,GA,,Lowndes,12 to 18
Behavioral Institute of Atlanta,(404) 256-9325 ext. 725,6000 Lake Forrest Drive Suite 103,Atlanta,GA,30328,Fulton,12 to 18
Benjamin Academy,(678) 583-3400,1535 Penslyvania Avenue,McDonough,GA,30253,Henry,12 to 18
Bennett's Place,(404) 909-9475,"2920 Horizon Park Dr Suite A ,",Suwanee,GA,30024,Gwinnett,12 to 18
Best Buddies - Emory,,,,GA,,DeKalb,12 to 18
Beyond Words Center,404/633-0250 X 701,"1762 Century Boulevard, NE Suite B",Atlanta,GA,30345,DeKalb,12 to 18
Beyond Words Center - Roswell,404/633-0250,1762B Century Blvd,Atlanta,GA,30345,Fulton,12 to 18
Blessing Assurance Community and Training Center,(678) 469-3977,1050 Hwy. 54 East,Fayetteville,GA,30214,Fayette,12 to 18
BLP2 Family Network,(678) 353-8599,14 Pine Tree Circle,Decatur,GA,30032,DeKalb,12 to 18
"Blue Ribbon Riders, Inc.",706-854-0644,987 Reynolds Farm Rd P.O. Box 828,Grovetown,GA,30813,Columbia,12 to 18
"Blue Skies ABA, Inc",(706) 946-0466,"2800 Scenic Dr., Ste 12",Blue Ridge,Georgia,30513,Fannin,12 to 18
Bobby Dodd Institute,(678) 365-0071,2120 Marietta Blvd NW,Atlanta,GA,30318,Fulton,12 to 18
Brain Balance Achievement Center of Roswell,(770) 650-8010,30 East Crossville Road,Roswell,GA,30075,Fulton,12 to 18
Brain Gym,770-313-3622,,Alpharetta,GA,,Fulton,12 to 18
Brain Gym,706-580-2681,,Colymbus,GA,,Muscogee,12 to 18
Brain Gym,706-742-2009,,Winterville,GA,,Clarke,12 to 18
Brain Gym,478-474-9536,,Macon,GA,,Bibb,12 to 18
Brainjogging Camp Academia,706-884-4492,1507 Vernon Road,LaGrange,GA,30240,Troup,12 to 18
Brecht Stables & Dustin's Place,(678) 644-5243,6737 Concord Road,Cumming,GA,30028,Forsyth,12 to 18
"BT Solutions, LLC",678 671-9594,4744- A North Royal Atlanta Drive,Tucker,GA,30084,DeKalb,12 to 18
Butterfly Effects,(888) 880-9270,300 Colonial Center Parkway Suite 100 N,Roswell,GA,30076,Fulton,12 to 18
CABS ABA Therapy & Autism Services - Rome,(800) 844-1232,316 W. 10th Street,Rome,GA,30161,Floyd,12 to 18
CABS ABA Therapy & Autism Services - Savannah,(800) 844-1232,107 Southern Blv. Ste. 201,Savannah,GA,31405,Chatham,12 to 18
Calhoun Autism Network,(770) 608-2822,"Echota Baptist Church, 35 College Circle",Calhoun,GA,,Gordon,12 to 18
Calvin Center Recreational and Therapeutic Riding,770-946-4276 x222,13550 Woolsey Road,Hampton,GA,,Henry,12 to 18
Camp Caglewood,678-405-9000,P.O. Box 158,Flowery Branch,GA,30542,Gwinnett,12 to 18
Camp Hawkins,(770) 463-3344,800 Rudeseal Road,Mt Airy,GA,30563,Fulton,12 to 18
Camp Hollywood (Metro),(770) 234-9111,3825 Presidential Parkway Suite 103,Atlanta,GA,30340,DeKalb,12 to 18
Camp Ivey,(706) 359-2152,"Family Y Camp Lakeside, 1238 Dogwood drive",Lincolnton,GA,30817,Richmond,12 to 18
Camp Southern Ground,(678) 561-9600,100 Southern Ground Parkway,Fayetteville,GA,30215,Fayette,12 to 18
Camp Sparrowood - United Methodist Church,706-864-6181,690 Camp Glisson Road,Dahlonega,GA,30533,Lumpkin,12 to 18
CareStar,(478) 314-7770,Northside Square Office Park 3312 Northside Drive Suite A140,Macon,GA,31210,Bibb,12 to 18
Carl McKinney,,1718 Rosewood Drive,Griffin,GA,,Spalding,12 to 18
Carroll County Family Developmental Disability (CCFDD),404-451-8105,239 Martin Road,Carrollton,GA,30116,Carroll,12 to 18
Center Academy,770-333-1616,3499 South Cobb Drive,Smyrna,GA,30080,Cobb,12 to 18
Center for New Beginnings,706-437-0505,727 West 6th Street,Waynesboro,GA,30830,Burke,12 to 18
Center for New Beginnings - North Clinic,(706) 526-2025,478 Columbia Industrial Blvd,Evans,Georgia,30809,Columbia,12 to 18
Center for New Beginnings - South Clinic,(706) 437-0505,610 North Masonic Street,Millen,Georgia,30442,Jenkins,12 to 18
Center for Psychological & Educational Assessment,770-352-9952,54 South Avenue,Marietta,GA,30060,Cobb,12 to 18
Central Georgia Autism Support Group Inc.,478-956-4204,210 Castlegate Road,Macon,GA,,Bibb,12 to 18
Centralized Katie Beckett Medicaid,678-248-7449,"Right From The Start Medicaid Project 5815 Live Oak Parkway, Suite D",Nocross,GA,,Gwinnett,12 to 18
"Cerebral Matters, LLC",404-493-0962,"6100 Lake Forrest Drive, NW Suite 108",Atlanta,GA,,Fulton,12 to 18
ChanceLight Autism Services Athens,(706) 389-1146,135 Athens West Pkwy Ste C,Athens,GA,30606,Clarke,12 to 18
ChanceLight Autism Services Augusta,(762) 222-7629,3830 Washington Rd Ste 2,Martinez,GA,30907,Columbia,12 to 18
ChanceLight Autism Services Decatur,(678) 973-1680,1549 Clairmont Road,Decatur,GA,30033,DeKalb,12 to 18
ChanceLight Autism Services Dunwoody,(404) 480-3842,"5488 Chamblee Dunwoody Road, Suite 7",Dunwoody,GA,30338,Fulton,12 to 18
ChanceLight Autism Services Macon,(478) 845-5415,1760 Bass Road,Macon,GA,31201,Bibb,12 to 18
ChanceLight Autism Services Marietta,(678) 905-0840,1511 Johnson Ferry Road,Marietta,GA,30062,Cobb,12 to 18
ChanceLight Autism Services McDonough,(770) 615-6202,1233 Eagles Landing Pkwy Suites A/B,Stockbridge,GA,30281,Henry,12 to 18
ChanceLight Autism Services Savannah,(912) 988-1444,613 Stephenson Ave Ste 206,Savannah,GA,31405,Chatham,12 to 18
ChanceLight Autism Services Warner Robins,(478) 225-3880,820 Duke Ave,Warner Robins,GA,31093,Houston,12 to 18
Chastain Horse Park Summer Camp,(404) 252-4244 ext. 1,4371 Powers Ferry Road,Atlanta,GA,30327,DeKalb,12 to 18
Chattahoochee Valley ASD Study Committee,(509) 929-6449,,,GA,,Fayette,12 to 18
Children and Family Programs at KSU,(470) 578-2233,Kennesaw State University 402 Bartow Avenue,Kennesaw,GA,30144-5591,Cobb,12 to 18
Childrens at Hughes Spalding Developmental and Behavioral Pediatrics,(404) 785-9695,"35 Jesse Hill Jr Drive SE, 2nd Floor",Atlanta,GA,30303,Fulton,12 to 18
Christy Kennedy,404 378-5734,234 East Parkwood Road,Decatur,GA,30030,DeKalb,12 to 18
CIP Summer Program Experience,877-566-9247,CIP National Office 199 South St,Pittsfield,MA,1201,,12 to 18
Circus Arts Institute - Circus Arts Social Summer,(404) 549-3000,1190 North Highland Ave. NE P.O. Box #8352,Atlanta,GA,30306,DeKalb,12 to 18
Circus Arts Therapy,(404) 549-3000,2969 East Ponce De Leon Avenue; Suite 370,​Decatur,GA,30030​,DeKalb,12 to 18
City of Roswell - Therapeutic Recreation Program,770-641-3950,"38 Hill Street, Suite 100",Roswell,GA,30075,Fulton,12 to 18
Clayton County Community Service Board,844-438-2778,157 Smith Street,Jonesboro,GA,30236,Clayton,12 to 18
Clayton County Schools Low Incidence/Autism Specialist,(404) 484-4222,1058 Fifth Avenue,Jonesboro,GA,30236,Clayton,12 to 18
Clearwater Academy,(770) 631-3650,210 Greencastle Road,Tyrone,GA,30290,Fayette,12 to 18
Cobb Autism Support,404.987.253,"Spectrum Psychological Services. 2551 Roswell Road, Suite 525",Marietta,GA,30062,Cobb,12 to 18
Columbus Community Services (Southwest),229-435-3212,235 Roosevelt Avenue Suite 455,Albany,GA,31701,Dougherty,12 to 18
"Communication Interventions, Inc.",(404) 720-4278,2025 Cogar drive,Decatur,GA,30032,DeKalb,12 to 18
Community Autism Program (CAP Program),404-785-9350,Marcus Institute 1920 Briarcliff Road,Atlanta,GA,,DeKalb,12 to 18
Community Service Board of Middle Georgia,(478) 272-1190,2121 A Bellevue Road,Dublin,GA,31021,Laurens,12 to 18
Compass Behavioral & Developmental Consultants LLC - Hinesvilles,(800) 832-9419 ext 1,"740 East General Stewart Way, Suite 108",Hinesville,GA,31313,Liberty,12 to 18
Compass Behavioral & Developmental Consultants LLC - Thomas,(800) 832-9419 Ext. 1,602 Victoria Place Suite A,Thomasville,Ga,31792,Thomas,12 to 18
Compass Behavioral & Developmental Consultants LLC - Valdosta,(229) 412-8866,2225 Bemiss Rd Suite D,Valdosta,GA,31602,Lowndes,12 to 18
Compass Behavioral & Developmental Consultants LLC -Warner Robins / Macon Area,(800) 832-9419 Ext. 1,402 Corder Rd Suite 400,Warner Robins,GA,31033,Houston,12 to 18
"Compass Coordination, Inc.",(678) 372-6626,1124 N. Tennessee Street Suite 103,Cartersville,GA,30120,Bartow,12 to 18
Connections School of Atlanta,(404) 602-9404,1017 Edgewood Ave NE,Atlanta,GA,30307,DeKalb,12 to 18
Conyers Day Center,,2062 Eastside Drive SE,Conyers,GA,30013,Rockdale,12 to 18
Cora Lee Institute,770-634-2349,"3080 Highlands Pkwy SE, Suite A",Smyrna,GA,30082,Cobb,12 to 18
Core Care Women's and Children's Wellness Physical Therapy,404-487-8491,"1585 Old Nocross Road, Ste 201B",Lawrenceville,GA,30046,Gwinnett,12 to 18
Core Health Provider Services,(678) 772-7415,"2131 Kingston Court, Suite 108",Marietta,GA,30060,Cobb,12 to 18
Core Therapy Services - Fayette,(678) 626-0557,"100 Glendalough Court, Suite A",Tyrone,GA,30290,Fayette,12 to 18
Corral,770-254-0840,"Coweta Organization for Riding, Rehabilitation and Learning 21 Oliver Potts Road",Newnan,GA,30263,Coweta,12 to 18
"Courageous Hope, Inc.",(919) 455-7117,2140 McGee Road Suite C-600A,Snellville,GA,,Gwinnett,12 to 18
Creative Behavior Consulting,(570) 982-9436,342 The Chace,Sandy Springs,GA,30328,Fulton,12 to 18
Crystal Jordan,(404) 468-2164,,Atlanta,GA,30311,Fulton,12 to 18
CSRA Therapy Services,(706) 592-5565,Post Office Box 537,Hephzibah,GA,30815,Richmond,12 to 18
CSS Healthcare Services-Developmental Disabilities Program,770-302-1383 X 106,8896 Tara Boulevard # 200,Jonesboro,GA,30236,Clayton,12 to 18
Cumberland Academy of Georgia,404-835-9000,650-A Mt. Vernon Hwy. NE,Atlanta,GA,30328,Fulton,12 to 18
Day of Beauty,404-502-7491,2860 Jonesboro Road,Atlanta,GA,,Fulton,12 to 18
DBHDD Region 3 Office,(404) 244-5050,3073 Panthersville Road. Building 10,Decatur,GA,30034,DeKalb,12 to 18
DBHDD Region 5 Office,(912) 303-1670,1915 Eisenhower Drive Building 2,Savannah,GA,31406,Chatham,12 to 18
DBHDD Region 6 Office,(706) 565-7835,3000 Schatulga Road Building 4,Columbus,GA,31907,Muscogee,12 to 18
Developing Minds Treatment Center - Dekalb,(478) 238-4774,220 Ponce de Leon Place,Decatur,GA,30030,DeKalb,12 to 18
Developing Minds Treatment Center - Macon,(478) 238-4774,"1760 Bass Rd, Suite 101",Macon,GA,31210,Bibb,12 to 18
"Developmental Crossroads, LLC",770-428-1128,2854 Johnson Ferry Road Suite 150,Marietta,GA,,Cobb,12 to 18
Diversified Enterprises,229-386-3560,192 South Virgina Avenue Suite 100,Tifton,GA,31794,Tift,12 to 18
Dr. Donald W. Bowling,(404) 231-5437,11285 Enkins Road,Roswell,GA,30076,Fulton,12 to 18
Dr. Elizabeth Young,(478) 633-8100,Autism Development Center 1014 Forsyth Street,Macon,GA,31201,Bibb,12 to 18
Dr. June Kaufman,(678) 944-7670,1244 Clairmont RD NE,Decatur,GA,30030,DeKalb,12 to 18
Dr. Michael R. Johns,(478) 633-8100,1014 Forsyth Street,Macon,Ga,31201,Bibb,12 to 18
Dr. Sandy Wilson,770-251- 5873,"Lighthouse Counseling Center, PC 121 Jackson Street",Newnan,GA,30263,Coweta,12 to 18
Dr. Sara Mahan,(770) 452-5353,"1745 Old Spring House Lane, Suite 415",Dunwoody,GA,30338,Fulton,12 to 18
Dream Quest Equine-Facilitated Psychotherapy,770-330-4295,1996 Kilcrease Road,Bethlehem,GA,30620,Gwinnett,12 to 18
DreamPower Therapeutic Equestrian Center,770-720-1910,123 Equest Drive,Canton,GA,,Cobb,12 to 18
Dreamworks Children's Therapy Network,678-424-8267,620 E. Powder Springs Street,Smyrna,GA,30080,Cobb,12 to 18
Dynamic Therapy Associates,770-974-2424,3105 Creekside Village Drive Suite 604,Kennesaw,GA,30144,Cobb,12 to 18
DynaVox Mayer-Johnson,770.283.7862,130 Arizona Avenue #412,Atlanta,GA,30307,DeKalb,12 to 18
Early Autism Services,(404) 490-2051,,,,,,12 to 18
Early Bird's ABA,(770) 596-3828,,,,,,12 to 18
"Easter Seals Southern Georgia, Inc.",(229) 439-7062,1906 Palmyra Road,Albany,GA,31701,Dougherty,12 to 18
Eaton Academy,770-645-2673,1000 Old Roswell Lakes Parkway Suite 110,Roswell,GA,30076,Fulton,12 to 18
